ID_new,Job_Role,Location,Avg_num_response,Q3,Q3_num,Q4,Q4_num,Q5,Q5_num,Q6,Q6_num,Q7,Q7_num,Q8,Q8_num,Q9,Q9_num,Q10,Q10_num,Q11,Q11_num,Q12,Q12_num,Q13,Q13_num,Q14,Q14_num,Q15,Q15_cat,Q16,Q16_cat,Q17,Q17_num,Q18,Q18_cat,Q19,Q19_cat
id-118892657785,Pre-Con/Sales,South Carolina - York Office and Shop,92.30769231,Strongly agree,100,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,The Atmosphere. How I am able to do my job and not be micromanaged. I feel appreciated and trusted.,Work Environment & Culture,I don't really have anything bad to say about the company or my job. I really do enjoy what I do. ,No Complaints,Extremely satisfied,100,Option to leave early Fridays and or option to work from home if able to one day a week.,Work-Life Balance,,No Response
id-118892664351,Document Control,South Carolina - York Office and Shop,92.30769231,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,The environment is friendly and my workday goes by fast.,Work Environment & Culture,Communication between departments,Communication Issues,Extremely satisfied,100,Better communication between departments over processes.  Better communication between offices.,Communication,,No Response
id-118892665318,Purchasing,Arizona - Phoenix Shop,92.30769231,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,I enjoy everything about my job.  It has been a great transition into a new field and I've enjoyed the things I learn about the steel industry everyday.,Other,I honestly haven't found anything I don't enjoy.,No Complaints,Extremely satisfied,100,I'm completely satisfied in my first year here. There isn't anything I would change thus far.,No Changes Needed,,No Response
id-118892675041,Shop Leadership,North Carolina - Charlotte Shop,92.30769231,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Seeing the fruits of the labor we put into it. Seeing people progress. Seeing the company grow by the efforts we put in. Continuous improvement. ,Making an Impact,Fighting plant layout with the volume we are now running.,Workload & Hours,Extremely satisfied,100,More shop visits from project managers. Better communication from project managers when seeking information.,Communication,,No Response
id-118892676548,Engineering,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),92.30769231,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Contributing to a tangible product,Making an Impact,Unrealistic schedule expectations,Management & Leadership,Extremely satisfied,100,Have the Engineering/Detailing team recognized as a pre-defined job role in surveys,Other,,No Response
id-118892681370,Project Management,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),92.30769231,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,I enjoy the supportive and encouraging environment in which I work. Every day brings something new and keeps me on my toes! I also enjoy working with customers and getting tasked with high-profile jobs that push me to grow and learn in my role.,Learning & Growth,"While I realize this is out of SteelFab's control, I least enjoy the amount of meetings being required among our clients, mainly Teams meetings. The amount of meetings have gotten to be overwhelming to the point where it impedes on work efficiency. Another aspect of my job, more so our industry as a whole, is the working hours. 7AM - 5:30PM is the construction standard, and often times, we exceed those hours. Taking travel time to and from work into consideration, the time away from home and family is considerable as majority of individuals have longer commutes. There is little time with family and/or to ourselves in the mornings and evenings.",Workload & Hours,Satisfied,80,N/A ,No Response,"As we continue to embrace women in the construction industry, it is crucial that we recognize the need for maternity leave. It is not clear what SteelFab's policy is for maternity and/or paternity leave, but having a clear plan in place will only be a ""selling point"" for the future generation! ",Work Culture
id-118892725404,Administrative Support,Washington - Spokane Shop,92.30769231,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Helping who needs help and being there for everyone. ,People & Relationships,"I really can't say anything, I love my job and the people I work with.",No Complaints,Extremely satisfied,100,Communication can always improve,Communication,,No Response
id-118892982366,Project Management,South Carolina - Florence Office and Shop,92.30769231,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Providing customers with superior service at a fair price to both parties.,People & Relationships,1. Dealing with unreasonable customers; usually about schedules'  2. Dealing with erectors,Other,Extremely satisfied,100,Nothing,No Changes Needed,"More community involvement by employees. Blood drives, adopt highways to clean litter, continue with disaster relief drives.  Prominent, lighted, maintained signage.   Provide training to Project Managers about shop equipment capabilities (especially important when new equipment installed)",Work Culture
id-118893077656,Executive Leadership,Maryland - Baltimore Office,92.30769231,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,"Leading teams, solving problems, and being a part of an organization that is shaping culture that reflects our values. I also enjoy the growth aspects of the business - winning work, doing  a job that makes our customers and employee proud. Developing people and seeing them successfully overcome hurdles makes the challenges worth it. ",Challenges & Problem Solving,"Minor HR Headaches that take up too many folks time. Putting out preventable fires, fighting for change orders. ",Process & Efficiency,Extremely satisfied,100,"This was an explosive growth year, i've been pulled into day to day problem solving more then i'd like. Im working towards changing that by hiring and developing capable leaders so I can focus on expansion, where we're going next, team development, and excellence in project management. ",Workload & Staffing,,No Response
id-118893937782,Other,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),92.30769231,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,The people and friendly environment.,People & Relationships,I can't think of anything that I really dislike about SteelFab  ,No Complaints,Satisfied,80,Possibly to visit more job sites. ,Workload & Staffing,,No Response
id-118893992346,Quality Control,Oregon - Tangent Office and Shop,92.30769231,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,The opportunity to advance my technical knowledge and skill.,Learning & Growth,Nothing that is consistent. ,No Complaints,Satisfied,80,New equipment. the beam line drill/saw is old. ,Physical Environment,,No Response
id-118893994363,Administrative Support,South Carolina - Florence Office and Shop,92.30769231,Strongly agree,100,Strongly agree,100,Agree,80,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Feeling like co-workers are family. ,People & Relationships,Not getting to go home early on Friday's after the shop gets off. ,Workload & Hours,Extremely satisfied,100,Getting off earlier on Friday. ,Work-Life Balance,,No Response
id-118894167182,Administrative Support,Arizona - Phoenix Shop,92.30769231,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly disagree,20,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,I work with genuinely good people who make my day brighter.,People & Relationships,The uncontrollable dust haha! ,Physical Environment,Extremely satisfied,100,"I'm honestly trying my best to come up with something I would change, and I can't think of anything! I am extremely happy working here; it has been the best environment I have ever worked ever worked in.",No Changes Needed,,No Response
id-118894204095,Project Management,South Carolina - York Office and Shop,92.30769231,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Open door policy and feeling of a work family ,People & Relationships,Not meeting set goals and expectations. ,Other,Satisfied,80,Nothing,No Changes Needed,,No Response
id-118894210987,Shop Leadership,North Carolina - Charlotte Shop,92.30769231,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,"The people. Everyone is enjoyable to work with, and work for.",People & Relationships,waiting on drawings and ship schedules. makes my job difficult when i dont have either of those things,Process & Efficiency,Extremely satisfied,100,Better maintenance for my machines. ,Physical Environment,,No Response
id-118894245137,IT,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),92.30769231,Agree,80,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,I enjoy the learning opportunities and variety of work we have to do.,Learning & Growth,Currently: cleaning up the printer list mess that a former IT member left behind. Somebody has to do it.,Other,Extremely satisfied,100,I can't really think of anything. Everybody is great to work with and the job itself is enjoyable.,No Changes Needed,,No Response
id-118894342041,Purchasing,Texas - Oakwood Office and Shop,92.30769231,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Agree,80,The atmosphere ,Work Environment & Culture,Honestly nothing,No Complaints,Extremely satisfied,100,I would love to have more leadership/management training opportunities. Not just for me but our supervisors in the shop are all young and I think they would benefit greatly from it.,Training & Development,Thank you so much for everything that you all do! It really is appreciated,Gratitude & Appreciation
id-118894762370,Estimating,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),92.30769231,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,"The people, the environment, and the workload itself.",People & Relationships,Not much I have found yet that I can categorize as not enjoying.,No Complaints,Extremely satisfied,100,"As an intern, I would like to see the PM side of things, if not that is all good. Pre-Con is great!",Workload & Staffing,,No Response
id-118894821803,Shop Leadership,Washington - Spokane Shop,92.30769231,Strongly agree,100,Strongly agree,100,Agree,80,Disagree,40,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,The consistent work and ability to improve and grow.,Learning & Growth,There is a lot of hours and that can reduce time at home with family.,Workload & Hours,Extremely satisfied,100,If there was one thing I could flip a switch and change it would be the ability to increase the amount of time between a project start and completion through the facility.,Workload & Staffing,,No Response
id-118894984722,Accounting,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),92.30769231,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,My team and that our boss always has our best interest in mind. She acts quickly to resolve any issues we bring to her attention.,People & Relationships,my commute,Workload & Hours,Extremely satisfied,100,more flexibility to work from home/flex hours,Work-Life Balance,,No Response
id-118896938709,Executive Leadership,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),92.30769231,Strongly agree,100,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Being part of team with incredible commitment to excellence whose values are aligned with my own.,People & Relationships,Nothing comes to mind,No Complaints,Extremely satisfied,100,"I can't think of anything that I would change, I am highly satisfied with my role at SF.",No Changes Needed,,No Response
id-118896966623,Engineering,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),92.30769231,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Variety of work that is competed each day.,Challenges & Problem Solving,Doing drawing reviews.,Other,Extremely satisfied,100,More vacation days.,Work-Life Balance,,No Response
id-118897387058,Shop Leadership,Oklahoma - Durant Shop,92.30769231,Strongly agree,100,Strongly agree,100,Agree,80,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,"I enjoy the challenge, seeing the success of projects that we completed in the shop. Helping others with their success and upcoming within Steelfab. ",Challenges & Problem Solving,"The struggles of finding good quality employees, Not Steelfab issue. Schedule changes or revisions adding set backs to moving forward. Not much i can say here I enjoy what I do!!",Workload & Hours,Extremely satisfied,100,"The attendance policy, it could be a little stricter. some employees take advantage at times making it difficult to get some things done.    More positions to move employees within, more supervisor or lead rolls for great employees.",Management & Leadership,"Since I started Steelfab I have seen growth, support from all upper management.. I have seen a very caring family oriented company do things for people most would not. I see continues concern in helping all of our employees to a better successful life. I feel that this is a company that most would want to retire from. I am thankful for everything that i have had the opportunity to be a part of.",Gratitude & Appreciation
id-118892657374,Accounting,South Carolina - Florence Office and Shop,93.84615385,Strongly agree,100,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,The opportunity to be a part of this company which in turn allows me to travel and see places I thought I would never see.,Work Environment & Culture,Working Friday afternoons ,Workload & Hours,Extremely satisfied,100,I love my job and I wish the years hadn’t gone by so fast.   ,No Changes Needed,I truly love my job! ,Gratitude & Appreciation
id-118892657516,Administrative Support,Oregon - Portland Office,93.84615385,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,The opportunity to do impactful work and have a leadership team that I trust and helps me grow.,Making an Impact,Not being able to all come together as much. Ex: Having more trainings with affiliates in the same department as me. ,Other,Extremely satisfied,100,More collaboration between different affiliates. ,Workload & Staffing,,No Response
id-118892658413,Shop Employee,North Carolina - Charlotte Shop,93.84615385,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Being able to continue to grow and learn while build a team for the future.,Learning & Growth,Last minute changes or rush orders ,Process & Efficiency,Extremely satisfied,100,Not being as accountable as I should be at times. Taking opportunities for granted at times and being more grateful.,Other,I didnt realize how much people believe in me want to see me succeed and really look up to me. I owe it to all of those people to be the best representation for the company I can be. ,Gratitude & Appreciation
id-118892661576,IT,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),93.84615385,Agree,80,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,"I truly enjoy working with my team and watching everyone succeed. I'm passionate about all aspects of IT and excited by the many opportunities we have to grow and refine our craft. One of my favorite parts of being at SteelFab is the culture most everyone feels like family, which fosters a strong and collaborative work dynamic. Thanks to the way SteelFab operates, I genuinely look forward to coming to work each day. Being part of this ever growing company feels like being part of a family, and I’m grateful for that.",People & Relationships,"I genuinely enjoy all aspects of my job and don’t have any negatives to share. Anytime I’ve been faced with a complex situation, I’ve been able to speak with HR, and they've consistently provided outstanding guidance to help me navigate it effectively and reach a positive outcome.",No Complaints,Extremely satisfied,100,No comment.,No Response,"I believe SteelFab is an incredible place to work, and I’m excited about the bright future ahead.",Gratitude & Appreciation
id-118892667167,Estimating,Texas - Allen Office,93.84615385,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,I enjoy working on take offs and learning more about the steel business. ,Learning & Growth,Sometimes we have quick turn arounds on bid dates. ,Workload & Hours,Extremely satisfied,100,I wouldn't change anything. ,No Changes Needed,,No Response
id-118892668066,Project Management,North Carolina - Raleigh Office,93.84615385,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Beng trusted to do my job and the support from others (team environment).,Autonomy & Independence,Available PTO days,Compensation & Benefits,Extremely satisfied,100,Nothing.,No Changes Needed,I have worked for a few companies throughout my career and I can honestly say that SteelFab is the best regarding recognition for the hard work that is put into my job.,Gratitude & Appreciation
id-118892689976,Other,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),93.84615385,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Being able to help improve the company and another person's career.  Freedom to do my job without being micromanaged. ,Autonomy & Independence,"This is difficult, I honestly don't have anything I don't like...well maybe reading job specs, that is always a snoozer.  I'm sure there is something everyone doesn't like to do, but its what we are paid to do and we agree to perform to the best of our abilities to be compensated for it. I can't say much negative about my job...",No Complaints,Extremely satisfied,100,Would be nice to have more conistency and communication between affiliates.  Sometimes lessons learned or processes are not shared with everyone and we make the same mistakes. I try and keep all QA/QC Managers notified of lessons learned and if other affilates are having issues to make them aware and improve their roles and experience as a SteelFab employee.,Communication,I can't stress enough how apprecitative I am of having this opportunity and never take it for granted. I always brag on being apart of this team and everyone makes me feel apart of a team.  Everyone from the shop personnel to Glenn have always been welcoming not only professional but social and personnable.  This survey is proof of how much value is taken into SteelFab employees.,Gratitude & Appreciation
id-118893917204,Shop Employee,South Carolina - Florence Office and Shop,93.84615385,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly disagree,20,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,"""What I enjoy most about my job at SteelFab as a programmer is the opportunity to solve complex problems, work on innovative projects, and see the real-world impact of the solutions I help create.""",Challenges & Problem Solving,"""What I enjoy least about my job at SteelFab is when routine tasks limit my ability to focus on more creative or high-impact programming work. However, I understand these tasks are necessary, and I always look for ways to improve processes and make them more efficient.""",Process & Efficiency,Extremely satisfied,100,"""If I could change one thing about my role at SteelFab, it would be to have more opportunities to work on innovative or cross-functional projects that push my skills further and contribute to the company’s growth in new ways.""",Training & Development,,No Response
id-118893927035,Project Management,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),93.84615385,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,"Fast pace, relationships, and fulfilling",People & Relationships,Stress,Workload & Hours,Extremely satisfied,100,PTO doesnt always feel like 'time off',Work-Life Balance,SteelFab is a fantastic place to work!,Gratitude & Appreciation
id-118893934536,Shop Leadership,South Carolina - York Office and Shop,93.84615385,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,I enjoy the seeing the younger employees excel at their craft  ,People & Relationships,I would have to say the bathrooms for now until they get redone ,Physical Environment,Extremely satisfied,100,I would not change anything ,No Changes Needed,,No Response
id-118893952139,Project Management,Texas - Allen Office,93.84615385,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,The people,People & Relationships,The traffic during my commute. ,Workload & Hours,Extremely satisfied,100,,No Response,,No Response
id-118893965392,Detailing,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),93.84615385,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly disagree,20,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,The people I work with.,People & Relationships,The drive to work.,Workload & Hours,Extremely satisfied,100,"Larger cubicles, it's tight quarters when we collaborate with each other.",Physical Environment,,No Response
id-118893979197,Pre-Con/Sales,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),93.84615385,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Family Environment and rewards of seeing a project to completion.  ,People & Relationships,"sometimes it is hard to ""turn it off""",Workload & Hours,Extremely satisfied,100,Additional team building opportunities outside the office.,Stronger Relationships,,No Response
id-118894010967,Project Management,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),93.84615385,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,"I enjoy the variety in my job - every day is different than the last, and each project brings its own unique challenges and experiences. ",Challenges & Problem Solving,The volume of workload that I have is my least favorite part about the job. It adds a lot of stress managing a significant amount of jobs at once. ,Workload & Hours,Extremely satisfied,100," One thing I would change would be more interactions/collaboration/socializing within the project management department as a whole. We have a lot of social events as a company, but not much that is specific to just project management. ",Stronger Relationships,,No Response
id-118894088013,Receiving Supervisor,Alabama - Roanoke Office and Shop,93.84615385,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly disagree,20,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,being in the outside environment running heavy equipment ,Work Environment & Culture,how hot is it in the cab of forklifts with no A/C,Physical Environment,Extremely satisfied,100,being able to get my guys air conditioning in the fork lifts ,Physical Environment,,No Response
id-118894216160,Shop Leadership,Alabama - Roanoke Office and Shop,93.84615385,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly disagree,20,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Coworkers,People & Relationships,Working weekends,Workload & Hours,Extremely satisfied,100,Wouldn't change anything.,No Changes Needed,,No Response
id-118894787206,Accounting,Maryland - Baltimore Office,93.84615385,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,I enjoy working with the people here. We all support each other and help each other when needed and that makes my job more manageable. ,People & Relationships,Sometimes there is a lot to do and there are little things that come up that I need to take care of and that can make it more difficult to do my normal work.,Workload & Hours,Extremely satisfied,100,"Hopefully things are getting more manageable with the changes that are happening. I say that because if I wanted to take a couple days off, I don't want to feel stressed about trying to catch up on my work and can enjoy my days off.",Work-Life Balance,I just want to say this is a great company to work for and it's nice to have co-workers that are knowledgeable and pleasant to work with. Thank you for your interest in your employees.,Gratitude & Appreciation
id-118894842893,Engineering,South Carolina - Charleston Office,93.84615385,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Being associated with such an industry leader  ,Making an Impact,Solving structural problems due to unusual geometry that's inefficient.,Process & Efficiency,Extremely satisfied,100,Perhaps a little more exposure to the field.  More trips to jobsites.,Workload & Staffing,,No Response
id-118896933038,Accounting,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),93.84615385,Strongly agree,100,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,"Preparing the financial statements, doing the accounting work",Other,all the meetings,Process & Efficiency,Extremely satisfied,100,Less meetings,Workload & Staffing,,No Response
id-118896961112,Administrative Support,Oklahoma - Durant Shop,93.84615385,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,The people i work with. ,People & Relationships,,No Response,Extremely satisfied,100,,No Response,I appreciate everyone and thankful for being a part of the family here. ,Gratitude & Appreciation
id-118897012970,Shop Leadership,Oklahoma - Durant Shop,93.84615385,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,I have never worked anywhere that I feel like that I matter as much as I do at Steel Fab. It is like a big family. ,People & Relationships,The hours away from family.,Workload & Hours,Extremely satisfied,100,Can't really think of anything I love it here.,No Changes Needed,I started as here as a temporary job. I feel in love with the company and the relationship that grew into a new beginning. I restarted over and keep growing in the company.,Gratitude & Appreciation
id-118897203294,Executive Leadership,Oregon - Portland Office,93.84615385,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,The people; both our employees and our clients,People & Relationships,not having everyone in one central location (impossible for west coast); having to compete against other affiliates in your own market (opportunity for us all to continue to work better together as we all grow) ,Process & Efficiency,Extremely satisfied,100,continue to share and grow best practices among each division in all depts. Better communication when it comes to standardizing new things between affiliates. ,Communication,,No Response
id-118892657179,Field Operations,South Carolina - York Office and Shop,95.38461538,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Solving problems,Challenges & Problem Solving,Nothing,No Complaints,Extremely satisfied,100,More team building activities in each department. I have seen it help greatly with people are less likely to open up ,Stronger Relationships,Keep up the great work ,Gratitude & Appreciation
id-118892657359,Pre-Con/Sales,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),95.38461538,Strongly agree,100,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,The culture and people. ,People & Relationships,Technology issues. ,Other,Extremely satisfied,100,Add back in a team building event. ,Stronger Relationships,,No Response
id-118892659224,Executive Leadership,North Carolina - Raleigh Office,95.38461538,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,"Company culture, autonomy, fast-paced environment, different challenges everyday and given the opportunity to face them head on.",Work Environment & Culture,Sticky employee situations more HR related. ,Interpersonal Issues,Extremely satisfied,100,I feel like I have the ability to make the changes that I am looking for at SFVA. ,Workload & Staffing,This is an amazing company to work for! I am committed and excited for the years ahead! ,Gratitude & Appreciation
